sample,chr,arm,median_bpWeighted,total_bins,total_bpOverlap,top_event,top_event_bp,top_event_fraction
P-0009644-T01-IM5,chr8,p,0.4501,88.66391866,86389538,Gains,86389538,1
P-0009644-T01-IM5,chr8,q,0.4501,208.0952704,202757272,Gains,202757272,1
P-0009664-T01-IM5,chr1,q,0.430394812,652.1769945,364886196,Gains,364886196,1
P-0009664-T01-IM5,chr17,p,-0.49275,390,63977049,Losses,63977049,1
P-0009664-T01-IM5,chr17,q,0.4154,1146,139043853,Gains,105946338,0.761963479
P-0009664-T01-IM5,chr6,p,0.505975,444,129376590,Gains,129333789,0.999669175
P-0009664-T01-IM5,chr8,p,-0.4905,147,114879600,Losses,114879600,1
P-0009664-T01-IM5,chr8,q,0.653134651,297.6647255,240674808,Gains,240674808,1
P-0010148-T01-IM5,chr16,p,-0.3626,222.9259434,73549858,Losses,73549858,1
P-0010148-T01-IM5,chr16,q,-0.025306772,429.0740566,105980906,Losses,105977434,0.999967239
P-0010148-T01-IM5,chr17,p,-0.3458,235.4278289,47790664,Losses,47790664,1
P-0010148-T01-IM5,chr17,q,-0.009472518,788.5721711,106024748,Losses,102792182,0.969511213
P-0010148-T01-IM5,chr19,p,0.4285,599.0176157,50685886,Gains,50685886,1
P-0010148-T01-IM5,chr19,q,0.475181244,376.9823843,55390270,Gains,30523796,0.551067832
P-0010148-T01-IM5,chr2,p,0.237267746,401.2739774,159771150,Gains,122843380,0.768870851
P-0010148-T01-IM5,chr20,p,0.4912,144.2313853,54448274,Gains,54448274,1
P-0010148-T01-IM5,chr20,q,0.751257778,223.7686147,65663560,Gains,65663560,1
P-0010148-T01-IM5,chr21,q,-0.3128,130,55723470,Losses,55723470,1
P-0010148-T01-IM5,chr7,p,0.6381,231.6632815,112354922,Gains,112354922,1
P-0010148-T01-IM5,chr8,p,-0.35307857,100.4520201,86382228,Losses,75499464,0.874016169
P-0010226-T01-IM5,chr1,q,0.259405859,420.1674565,193392536,Gains,186802088,0.965921911
P-0010226-T01-IM5,chr10,p,0.4948,84.17082048,75419908,Gains,75419908,1
P-0010226-T01-IM5,chr10,q,-0.648354309,258.5891638,163041374,Losses,83286342,0.51082949
P-0010226-T01-IM5,chr17,p,-0.455679451,292.4163981,30896212,Losses,18724492,0.606044909
P-0010226-T01-IM5,chr2,q,-0.788812515,490.005138,262398580,Losses,172326338,0.656735025
P-0010226-T01-IM5,chr4,p,0.061987095,147.0544682,85124476,Losses,84312884,0.990465821
P-0010226-T01-IM5,chr4,q,-0.984219208,387.7653173,272679210,Losses,272679210,1
P-0010226-T01-IM5,chr6,p,0.946652601,322.4631238,109127140,Gains,109127140,1
P-0010226-T01-IM5,chr6,q,0.070588779,359.5368762,214323706,Gains,155489906,0.725490936
P-0010226-T01-IM5,chr8,p,-0.6803,78.45660618,86389538,Losses,86389538,1
P-0010346-T01-IM5,chr1,q,1.35471185,432.9027931,239737378,Gains,239737378,1
P-0010346-T01-IM5,chr14,q,-0.3617,252,171117020,Losses,171117020,1
P-0010346-T01-IM5,chr17,p,-0.282875465,286.5833747,38434532,Losses,34033318,0.885488029
P-0010346-T01-IM5,chr8,p,-0.303,98,76586400,Losses,76586400,1
P-0010388-T01-IM5,chr19,p,0.362779458,330.6841036,22380334,Gains,11768322,0.525833171
P-0010584-T01-IM5,chr1,q,0.482476325,492.0367896,236054936,Gains,179806092,0.761712909
P-0010584-T01-IM5,chr6,q,-0.255542343,473.9833807,214561460,Losses,128880506,0.600669412
P-0011128-T01-IM5,chr17,p,-0.32315,260,37446256,Losses,35702108,0.953422633
P-0011128-T01-IM5,chr22,q,-0.286966667,204,57780300,Losses,29386518,0.50859061
P-0011128-T01-IM5,chr7,p,0.3122,246.5268606,112354922,Gains,112354922,1
P-0011128-T01-IM5,chr7,q,0.3122,441.4731394,201201930,Gains,201201930,1
P-0011530-T01-IM5,chr18,p,-0.6366,52.9761713,33070946,Losses,33070946,1
P-0011530-T01-IM5,chr18,q,-0.6366,183.0238287,114254598,Losses,114254598,1
P-0011530-T01-IM5,chr21,q,-0.5632,130,55723470,Losses,55723470,1
P-0012099-T01-IM5,chr1,p,-0.190362796,697.9514738,232546576,Losses,225921496,0.971510739
P-0012099-T01-IM5,chr1,q,0.648870874,493.5096644,245067368,Gains,245067368,1
P-0012099-T01-IM5,chr16,p,-0.5749,238.9484113,73549858,Losses,73549858,1
P-0012099-T01-IM5,chr16,q,-0.415050898,413.0515887,105734882,Losses,91291864,0.86340347
P-0012099-T01-IM5,chr17,p,-0.51409389,287.2667946,37696446,Losses,33295232,0.883245917
P-0012099-T01-IM5,chr20,p,0.4073,42,45237872,Gains,45237872,1
P-0012099-T01-IM5,chr20,q,0.1344875,326,32133448,Gains,24675926,0.767920268
P-0012099-T01-IM5,chr4,p,0.754280161,73.03512389,85125418,Gains,85125418,1
P-0012099-T01-IM5,chr6,q,-0.574178371,431.559596,215630540,Losses,196480624,0.911191077
P-0012099-T01-IM5,chr8,p,-0.5708,98,76586400,Losses,76586400,1
P-0012099-T01-IM5,chr8,q,0.7254,198.6836261,182474702,Gains,182474702,1
P-0012182-T01-IM5,chr6,q,-0.539477803,424.3847636,206739640,Losses,187589724,0.907371823
P-0012182-T01-IM5,chr8,q,0.68585,158,177189370,Gains,177189370,1
P-0012198-T02-IM5,chr1,q,0.387466858,534.8367079,234058694,Gains,172796804,0.738262703
P-0012198-T02-IM5,chr12,p,-0.361035926,245.017523,61230776,Losses,55356896,0.90406981
P-0012198-T02-IM5,chr12,q,0.214021252,530.5493916,189137960,Gains,158052138,0.835644722
P-0012198-T02-IM5,chr16,p,-0.3714,267.1027197,73549858,Losses,73549858,1
P-0012198-T02-IM5,chr16,q,-0.3714,384.8972803,105985968,Losses,105985968,1
P-0012198-T02-IM5,chr22,q,-0.3095,204,60634858,Losses,60634858,1
P-0012198-T02-IM5,chr3,p,0.315205514,586.884578,169876390,Gains,147429976,0.867866194
P-0012198-T02-IM5,chr8,p,-0.309295362,78.67459115,76462402,Losses,47935924,0.626921503
P-0012317-T01-IM5,chr6,q,-0.186593925,467.7345677,208595600,Losses,153733606,0.736993522
P-0012941-T01-IM5,chr7,p,0.299694903,233.7504832,109262078,Gains,80139044,0.733457074
P-0012941-T01-IM5,chr8,p,-0.13065,98,72228776,Losses,71054380,0.983740608
P-0012941-T01-IM5,chr8,q,0.547166667,158,157145996,Gains,157145996,1
P-0012947-T01-IM5,chr17,q,0.353,764,102721304,Gains,102721304,1
P-0012947-T01-IM5,chr5,q,0.404483291,550.1941259,238417708,Gains,128185978,0.537652925
P-0012947-T01-IM5,chr7,q,0.578667403,490.0558984,175557304,Gains,121104842,0.689830837
P-0013161-T01-IM5,chr1,p,-0.693169741,761.9056544,232103902,Losses,228670198,0.985206177
P-0013161-T01-IM5,chr1,q,0.5999219,430.2717454,240593988,Gains,240586644,0.999969476
P-0013161-T01-IM5,chr16,p,-0.593633333,324,57794234,Losses,44231046,0.765319357
P-0013161-T01-IM5,chr17,p,-0.685677771,292.9747363,38434532,Losses,34033318,0.885488029
P-0013161-T01-IM5,chr18,q,-1.05118318,199.496602,93398702,Losses,89876802,0.962291767
P-0013161-T01-IM5,chr19,p,-0.117095182,662.0734229,38281592,Gains,16919520,0.441975349
P-0013161-T01-IM5,chr19,q,0.395500253,313.9265771,55913902,Gains,55269646,0.988477713
P-0013161-T01-IM5,chr20,p,0.3507,166.7516766,54448274,Gains,54448274,1
P-0013161-T01-IM5,chr20,q,0.3507,201.2483234,65712226,Gains,65712226,1
P-0013161-T01-IM5,chr6,p,1.040316667,296,77476504,Gains,77447970,0.999631708
P-0013161-T01-IM5,chr6,q,-0.870522222,386,195648320,Losses,195584550,0.999674058
P-0013161-T01-IM5,chr7,p,0.427154918,257.0859693,94475044,Gains,82757620,0.875973342
P-0013161-T01-IM5,chr7,q,0.565021983,430.9140307,177432926,Gains,111104180,0.626175663
P-0013161-T01-IM5,chr8,p,-0.7442,98,76586400,Losses,76586400,1
P-0013161-T01-IM5,chr8,q,0.3051,198.6836261,182474702,Gains,182474702,1
P-0013161-T01-IM5,chr9,p,-0.58555,210,61873860,Losses,43180164,0.697874094
P-0013312-T01-IM5,chr1,q,0.493713711,560.7398994,241453368,Gains,190288476,0.788096176
P-0013312-T01-IM5,chr13,q,-0.4843,424,180228680,Losses,180228680,1
P-0013312-T01-IM5,chr18,p,-0.4926,60.70027829,33070946,Losses,33070946,1
P-0013312-T01-IM5,chr18,q,-0.28258889,175.2997217,104494094,Losses,87879900,0.841003512
P-0013312-T01-IM5,chr21,q,-0.4894,130,55723470,Losses,55723470,1
P-0013312-T01-IM5,chr22,q,-0.2535,204,54891280,Losses,45040928,0.820547963
P-0013312-T01-IM5,chr4,p,-0.4929,134.5024154,93734702,Losses,93734702,1
P-0013312-T01-IM5,chr4,q,-0.4929,398.7504702,277889110,Losses,277889110,1
P-0013312-T01-IM5,chr6,p,0.53985,296,89426884,Gains,89426884,1
P-0013312-T01-IM5,chr6,q,-0.614533333,386,209535984,Losses,209535984,1
P-0013312-T01-IM5,chr8,p,-0.703737731,71.06226591,77000194,Losses,61665034,0.80084258
P-0013312-T01-IM5,chr8,q,0.4984,225.5925918,202757272,Gains,202757272,1
P-0013312-T01-IM5,chr9,p,-0.437315586,208.257987,92714792,Losses,55927386,0.603219667
P-0013464-T01-IM5,chr8,q,0.426926742,184.548629,196527848,Gains,176245276,0.89679543
P-0013553-T01-IM5,chr8,p,-0.3605,98,76586400,Losses,76586400,1
P-0013553-T01-IM5,chr8,q,0.354268036,194.9428944,145312346,Gains,122923778,0.845927971
P-0013882-T01-IM5,chr14,q,0.1511,126,76109462,Losses,59175175,0.777500897
P-0013882-T01-IM5,chr4,p,0.3292,62.77027169,46867351,Gains,46867351,1
P-0013934-T01-IM5,chr1,q,1.008564705,425.7955117,182034856,Gains,182034856,1
P-0013934-T01-IM5,chr10,p,-0.70676818,93.28153097,69398902,Losses,69398902,1
P-0013934-T01-IM5,chr10,q,-0.3261,249.8694152,189314844,Losses,189314844,1
P-0013934-T01-IM5,chr12,p,-0.3742,228,63125274,Losses,63125274,1
P-0013934-T01-IM5,chr14,q,-0.1458,252,168705374,Losses,112697256,0.668012247
P-0013934-T01-IM5,chr16,p,0.4128,324,63153682,Gains,63153682,1
P-0013934-T01-IM5,chr16,q,-0.5747,328,75594784,Losses,75594784,1
P-0013934-T01-IM5,chr17,q,0.5832,737.4166253,113546018,Gains,113546018,1
P-0013934-T01-IM5,chr20,p,0.4072,166.7516766,54448274,Gains,54448274,1
P-0013934-T01-IM5,chr20,q,0.4072,201.2483234,65712226,Gains,65712226,1
P-0013934-T01-IM5,chr4,q,-0.359263403,277.0670625,258001548,Losses,155340382,0.602090891
P-0013934-T01-IM5,chr5,p,0.7236,198,82188536,Gains,82188536,1
P-0013934-T01-IM5,chr6,p,0.6559,296,93034310,Gains,93034310,1
P-0013934-T01-IM5,chr8,p,-1.003533333,98,71393838,Losses,71393838,1
P-0013934-T01-IM5,chr8,q,0.467755642,198.4990948,173257598,Gains,173257598,1
P-0013934-T01-IM5,chr9,p,-0.6083,210,73224054,Losses,73224054,1
P-0014151-T01-IM5,chr17,q,0.274584718,615.1863571,105624088,Gains,61364262,0.580968443
P-0014151-T01-IM5,chr21,q,-0.5274,130,55723470,Losses,55723470,1
P-0014151-T01-IM5,chr4,q,-0.477440629,319.4842525,264456660,Losses,249013806,0.94160535
P-0014151-T01-IM5,chr5,p,0.3282,170.7299045,91862998,Gains,91862998,1
P-0014151-T01-IM5,chr5,q,0.485918865,538.3236482,244572030,Gains,244572030,1
P-0014151-T01-IM5,chr6,q,-0.270513269,427.4960562,214665118,Losses,128528884,0.598741357
P-0014151-T01-IM5,chr8,q,0.321596041,173.852859,188647544,Gains,156587124,0.83005122
P-0014668-T01-IM6,chr1,q,0.5719,488.6382753,246512844,Gains,246512844,1
P-0014668-T01-IM6,chr21,q,-0.3169,130,55723470,Losses,55723470,1
P-0014668-T01-IM6,chr6,p,0.263696028,319.995359,114882688,Gains,114877564,0.999955398
P-0014668-T01-IM6,chr6,q,-0.210725039,450.004641,218281462,Losses,205267868,0.940381589
P-0014668-T01-IM6,chr8,p,-0.17255,152,75751462,Losses,75506776,0.996769884
P-0014668-T01-IM6,chr8,q,0.6324,353.6568545,182474702,Gains,182474702,1
P-0015581-T01-IM6,chr1,p,-0.853371615,843.1495241,230292446,Losses,228037584,0.990208702
P-0015581-T01-IM6,chr1,q,1.13980373,488.4035764,218408408,Gains,218408408,1
P-0015581-T01-IM6,chr11,p,0.04005175,170.4416742,87754250,Losses,45179818,0.514844785
P-0015581-T01-IM6,chr11,q,0.058716579,623.5583258,140195656,Losses,87626110,0.625027283
P-0015581-T01-IM6,chr16,p,-2.769280998,306.0629233,73533602,Losses,73533602,1
P-0015581-T01-IM6,chr16,q,-0.7938,417.9370767,105985968,Losses,105985968,1
P-0015581-T01-IM6,chr4,q,-0.389325062,359.9281278,265664674,Losses,205661434,0.774139184
P-0015581-T01-IM6,chr6,p,-0.0077,356,87927664,Gains,86732868,0.986411603
P-0015581-T01-IM6,chr6,q,-0.844933333,414,212951078,Losses,212951078,1
P-0015581-T01-IM6,chr8,p,-0.736663606,103.3416058,85801976,Losses,57275498,0.667531223
P-0015687-T01-IM6,chr1,q,0.4581,490.5605684,246512844,Gains,246512844,1
P-0015687-T01-IM6,chr16,q,-0.679533333,360,74181144,Losses,74181144,1
P-0015687-T01-IM6,chr20,p,0.4317,42,45237872,Gains,45237872,1
P-0015687-T01-IM6,chr5,p,0.4575,227.2850275,91862998,Gains,91862998,1
P-0015687-T01-IM6,chr5,q,0.4575,645.2064417,260776518,Gains,260776518,1
P-0015687-T01-IM6,chr8,p,-0.662184438,151.3033615,83351546,Losses,73548406,0.882388024
P-0015687-T01-IM6,chr8,q,0.157422069,354.3289462,199831724,Gains,179549152,0.898501741
P-0015853-T01-IM6,chr1,p,-0.032521862,756.4682247,237904036,Gains,181810082,0.764216047
P-0015853-T01-IM6,chr1,q,0.3158,575.5284201,246512844,Gains,246512844,1
P-0015853-T01-IM6,chr6,p,0.5005,343.5848442,116393480,Gains,116393480,1
P-0015853-T01-IM6,chr6,q,-0.537332233,440.4151558,218281462,Losses,205267868,0.940381589
P-0015853-T01-IM6,chr8,p,-0.5075,152,75751462,Losses,75751462,1
P-0015853-T01-IM6,chr8,q,0.8146,353.6568545,182474702,Gains,182474702,1
P-0016070-T01-IM6,chr11,q,0.366132063,651.8397973,163630280,Gains,137840938,0.842392606
P-0016070-T01-IM6,chr18,p,-0.6339,52.9761713,33070946,Losses,33070946,1
P-0016070-T01-IM6,chr18,q,-0.6339,183.0238287,114254598,Losses,114254598,1
P-0016070-T01-IM6,chr19,p,-0.441966667,756,34450626,Losses,30607520,0.888445975
P-0016070-T01-IM6,chr21,q,-0.6497,130,55723470,Losses,55723470,1
P-0016070-T01-IM6,chr22,q,-0.6861,216,60634858,Losses,60634858,1
P-0016070-T01-IM6,chr5,p,0.4644,227.2850275,91862998,Gains,91862998,1
P-0016070-T01-IM6,chr5,q,0.4644,645.2064417,260776518,Gains,260776518,1
P-0016070-T01-IM6,chr8,p,-0.490279684,120.4294345,84683236,Losses,57863062,0.683288272
P-0016070-T01-IM6,chr8,q,0.223063405,385.5303589,197888446,Gains,117306662,0.59279187
P-0016245-T01-IM6,chr1,p,-0.411163135,844.5666725,238407140,Losses,236103302,0.990336539
P-0016245-T01-IM6,chr1,q,0.3155,488.6382753,246512844,Gains,246512844,1
P-0016245-T01-IM6,chr8,p,-0.4767,152,76586400,Losses,76586400,1
P-0016245-T01-IM6,chr8,q,0.9741,353.6568545,182474702,Gains,182474702,1
P-0017246-T01-IM6,chr1,q,0.5302,488.6382753,246512844,Gains,246512844,1
P-0017246-T01-IM6,chr13,q,-0.1727,426,165680270,Losses,130407280,0.787102049
P-0017246-T01-IM6,chr16,p,-0.642280117,394.3367163,72188402,Losses,61792224,0.855985481
P-0017246-T01-IM6,chr21,q,0.21465,130,41433274,Gains,36640788,0.884332433
P-0017246-T01-IM6,chr6,q,-0.673631749,440.4151558,218281462,Losses,205267868,0.940381589
P-0017246-T01-IM6,chr8,p,-0.62245,152,75682282,Losses,75682282,1
P-0017246-T01-IM6,chr8,q,0.5371,353.6568545,182474702,Gains,182474702,1
P-0017246-T01-IM6,chr9,q,-0.7098,453.7882968,126695314,Losses,126695314,1
P-0017412-T02-IM6,chr17,p,-0.1722,260,43389000,Losses,29183458,0.672600383
P-0017412-T02-IM6,chr8,p,-0.3492,152,76586400,Losses,76586400,1
P-0017499-T01-IM6,chr21,q,-0.4444,130,55723470,Losses,55723470,1
P-0017499-T01-IM6,chr4,p,-0.4355,139.4656041,93734702,Losses,93734702,1
P-0017499-T01-IM6,chr4,q,-0.4355,413.4645097,277889110,Losses,277889110,1
P-0017499-T01-IM6,chr6,q,-0.3595,414,213024108,Losses,213024108,1
P-0017499-T01-IM6,chr7,p,1.01625,258,110144814,Gains,110144814,1
P-0017499-T01-IM6,chr8,p,-0.196741042,114.5966874,77160598,Gains,40457080,0.524323049
P-0017499-T01-IM6,chr8,q,0.01904082,391.1668773,194096442,Gains,190979426,0.983940891
P-0017499-T01-IM6,chr9,p,-0.4274,246.4781852,93876042,Losses,93876042,1
P-0017499-T01-IM6,chr9,q,-0.4274,478.036171,182069434,Losses,182069434,1
P-0017520-T01-IM6,chr1,q,0.4518,485.4806218,195347954,Gains,195347954,1
P-0017520-T01-IM6,chr12,p,-0.939833333,256,63113646,Losses,63113646,1
P-0017520-T01-IM6,chr18,p,0.821186916,66.58746357,30134848,Gains,30134848,1
P-0017520-T01-IM6,chr18,q,0.4338,169.4125364,114254598,Gains,114254598,1
P-0017520-T01-IM6,chr5,p,0.4485,227.2850275,91862998,Gains,91862998,1
P-0017520-T01-IM6,chr5,q,0.4485,645.2064417,260776518,Gains,260776518,1
P-0017520-T01-IM6,chr6,q,-0.405430189,472.7155542,211762850,Losses,153627146,0.725467881
P-0017520-T01-IM6,chr7,p,0.4561,246.5268606,112354922,Gains,112354922,1
P-0017520-T01-IM6,chr7,q,0.4561,441.4731394,201201930,Gains,201201930,1
P-0017520-T01-IM6,chr8,p,-0.8148,129.1984822,86389538,Losses,86389538,1
P-0017630-T01-IM5,chr8,p,-0.3089,152,76586400,Losses,76586400,1
P-0017698-T01-IM6,chr1,q,0.5844,486.7782354,246512844,Gains,246512844,1
P-0017698-T01-IM6,chr6,p,0.9166,343.5848442,116393480,Gains,116393480,1
P-0017698-T01-IM6,chr6,q,-0.556645651,440.4151558,218281462,Losses,205267868,0.940381589
P-0017698-T01-IM6,chr8,p,-0.581309302,90.77988996,76990996,Losses,61655836,0.800818787
P-0017698-T01-IM6,chr8,q,1.076293686,375.22011,199352836,Gains,199352836,1
P-0017748-T01-IM6,chr1,q,0.4828,485.4806218,195347954,Gains,195347954,1
P-0017748-T01-IM6,chr12,p,-0.453,256,63125274,Losses,63125274,1
P-0017748-T01-IM6,chr7,p,0.453,246.5268606,112354922,Gains,112354922,1
P-0017748-T01-IM6,chr7,q,0.453,441.4731394,201201930,Gains,201201930,1
P-0017748-T01-IM6,chr8,p,-0.3566,152,76242554,Losses,55180710,0.723752119
P-0017908-T01-IM6,chr1,q,0.5117,488.6382753,246512844,Gains,246512844,1
P-0017908-T01-IM6,chr11,q,0.370625,674,139558132,Losses,134502424,0.963773462
P-0017908-T01-IM6,chr13,q,-0.2015,426,176066348,Losses,139632020,0.793064783
P-0017908-T01-IM6,chr14,q,-0.423975,288,168301224,Losses,157935712,0.938410953
P-0017908-T01-IM6,chr16,q,-0.0729,360,77354890,Losses,77199046,0.997985337
P-0017908-T01-IM6,chr17,p,-0.3458,260,43389452,Losses,43389452,1
P-0017908-T01-IM6,chr17,q,0.43735,828,99832306,Gains,67963898,0.680780608
P-0017908-T01-IM6,chr18,p,0.4494,52.9761713,33070946,Gains,33070946,1
P-0017908-T01-IM6,chr18,q,0.4494,183.0238287,114254598,Gains,114254598,1
P-0017908-T01-IM6,chr20,q,0.298729329,395.9483847,59330542,Gains,33538828,0.56528774
P-0017908-T01-IM6,chr3,p,0.29379481,600.1295518,168118408,Gains,157798014,0.93861235
P-0017908-T01-IM6,chr4,q,-0.338959283,302.6352323,256453586,Losses,232042958,0.904814636
P-0017908-T01-IM6,chr6,p,0.4821,264.9555482,116393480,Gains,116393480,1
P-0017908-T01-IM6,chr6,q,0.084184789,519.0444518,182373126,Gains,75191310,0.412293805
P-0017908-T01-IM6,chr8,p,-0.4801,174.3909811,86389538,Losses,86389538,1
P-0017908-T01-IM6,chr8,q,0.131796716,331.8348188,202751156,Gains,140527152,0.693101607
P-0017908-T01-IM6,chr9,p,-0.336433333,268,73089636,Losses,57124396,0.781566295
P-0017908-T01-IM6,chr9,q,-0.4024,453.7882968,126695314,Losses,126695314,1
P-0018657-T01-IM6,chr1,q,0.3576,521.5864244,246512844,Gains,246512844,1
P-0018657-T01-IM6,chr6,p,0.286052644,365.7697609,114013018,Gains,109718906,0.962336652
P-0018657-T01-IM6,chr8,q,0.5226,347.6987043,182474702,Gains,182474702,1
P-0018788-T01-IM6,chr1,q,0.401945758,633.1216835,241507676,Gains,190342784,0.788143827
P-0018788-T01-IM6,chr21,q,-0.3526,130,55723470,Losses,55723470,1
P-0018788-T01-IM6,chr8,p,-0.4871,152,76586400,Losses,76586400,1
P-0018788-T01-IM6,chr8,q,1.33415,314,175588760,Gains,175588760,1
P-0019058-T01-IM6,chr12,p,-1.5054,256,61490268,Losses,61490268,1
P-0019058-T01-IM6,chr8,p,-0.510574527,104.0585904,77066454,Losses,47935924,0.622007651
P-0019238-T01-IM6,chr1,q,0.294757235,642.0805696,239434148,Gains,178172258,0.744138877
P-0019238-T01-IM6,chr17,p,-0.334460612,288.9715417,38434532,Losses,34033318,0.885488029
P-0019422-T01-IM6,chr13,q,-0.206733333,426,159155038,Losses,119113398,0.748411106
P-0019422-T01-IM6,chr16,q,-0.3411,327.8670045,105985968,Losses,105985968,1
P-0019422-T01-IM6,chr17,p,-0.3522,260,43389452,Losses,43389452,1
P-0019422-T01-IM6,chr19,p,-0.426293432,725.3226152,48076124,Losses,29363224,0.610765211
P-0019422-T01-IM6,chr8,p,-0.348377223,159.6022619,85554600,Losses,75506776,0.88255659
P-0019422-T01-IM6,chr8,q,0.1925333,345.3191201,187836746,Losses,106922148,0.569229133
P-0019613-T01-IM6,chr8,q,0.77515,314,175585124,Gains,175585124,1
P-0019614-T01-IM6,chr1,q,0.54108182,492.4964148,246322732,Gains,244884264,0.99416023
P-0019614-T01-IM6,chr14,q,0.465833333,288,168307586,Gains,148209538,0.880587391
P-0019614-T01-IM6,chr16,p,-0.383479368,309.880534,71138648,Losses,70145662,0.98604154
P-0019614-T01-IM6,chr16,q,-0.4732,414.119466,105985968,Losses,105985968,1
P-0019614-T01-IM6,chr19,q,0.159701161,395.3965174,59320040,Gains,49007218,0.826149443
P-0019614-T01-IM6,chr4,q,-0.339103057,410.0200631,277163414,Losses,263380682,0.950272181
P-0019614-T01-IM6,chr8,p,-0.4092,173.2371965,86389538,Losses,86389538,1
P-0019616-T01-IM6,chr1,q,0.4245,485.4806218,195347954,Gains,195347954,1
P-0019616-T01-IM6,chr22,q,-0.6882,216,53042640,Losses,53042640,1
P-0019616-T01-IM6,chr6,p,0.3092,279.4822841,116393480,Gains,116393480,1
P-0019616-T01-IM6,chr8,p,-0.598,152,76577202,Losses,76577202,1
P-0019616-T01-IM6,chr8,q,0.3744,353.6568545,182474702,Gains,182474702,1
P-0020304-T01-IM6,chr10,p,-0.532375613,68.65542242,54398754,Losses,29118824,0.53528476
P-0020304-T01-IM6,chr10,q,-0.203806956,289.9540152,172446070,Losses,129482098,0.750855604
P-0020304-T01-IM6,chr17,p,-0.634369501,288.9715417,38434532,Losses,34033318,0.885488029
P-0020304-T01-IM6,chr20,q,0.4501,394,64146630,Gains,64146630,1
P-0020304-T01-IM6,chr6,q,-0.497690147,440.4151558,218281462,Losses,205267868,0.940381589
P-0020304-T01-IM6,chr9,q,-0.389544119,407.3527223,125206132,Losses,121514294,0.97051392
P-0020359-T01-IM6,chr1,q,0.362196832,469.7397925,240641628,Gains,239965914,0.997192032
P-0020359-T01-IM6,chr17,p,-0.9034,260,43389452,Losses,43389452,1
P-0020359-T01-IM6,chr17,q,0.3238,828,102721304,Gains,102721304,1
P-0020359-T01-IM6,chr18,p,-0.3316,52.9761713,33070946,Losses,33070946,1
P-0020359-T01-IM6,chr18,q,-0.3316,183.0238287,114254598,Losses,114254598,1
P-0020359-T01-IM6,chr7,p,0.7994,246.5268606,112354922,Gains,112354922,1
P-0020359-T01-IM6,chr7,q,0.7994,441.4731394,201201930,Gains,201201930,1
P-0020428-T01-IM6,chr1,p,-0.147765021,841.2715199,229668828,Losses,127769538,0.556320765
P-0020428-T01-IM6,chr1,q,0.636715469,490.5353948,245024986,Gains,245024986,1
P-0020428-T01-IM6,chr14,q,-0.12895,288,169047896,Losses,106531020,0.630182466
P-0020428-T01-IM6,chr16,q,-0.3616,360,78198246,Losses,78198246,1
P-0020428-T01-IM6,chr17,p,-0.328852384,270.6063817,43848746,Losses,27700152,0.631720506
P-0020428-T01-IM6,chr2,p,-0.128466667,454,151068908,Losses,103060716,0.682209975
P-0020428-T01-IM6,chr2,q,-0.319552303,497.248288,270228762,Losses,193102626,0.714589463
P-0020428-T01-IM6,chr4,q,-0.203399096,359.9281278,265664674,Losses,205661434,0.774139184
P-0020428-T01-IM6,chr5,q,-0.3306,608.615742,247745922,Losses,247745922,1
P-0020428-T01-IM6,chr8,p,-0.3127,152,76586400,Losses,76586400,1
P-0020428-T01-IM6,chr8,q,-0.10877204,354.2426116,182454704,Losses,140507152,0.770093338
P-0020720-T01-IM6,chr16,p,-0.3262,296.5987256,73549858,Losses,73549858,1
P-0020720-T01-IM6,chr16,q,-0.3262,427.4012744,105985968,Losses,105985968,1
P-0020720-T01-IM6,chr17,q,0.374676189,795.5836019,103470008,Gains,85083580,0.82230186
P-0020720-T01-IM6,chr20,p,0.4725,191.5050038,54448274,Gains,54448274,1
P-0020720-T01-IM6,chr20,q,0.4725,244.4949962,69514270,Gains,69514270,1
P-0020720-T01-IM6,chr21,q,-0.7328,130,55723470,Losses,55723470,1
P-0020720-T01-IM6,chr22,q,-0.62745,216,54891280,Losses,54891280,1
P-0020720-T01-IM6,chr5,p,0.7256,264,88110344,Gains,88110344,1
P-0020720-T01-IM6,chr8,q,0.4306,406.8086244,202757272,Gains,202757272,1
P-0020910-T01-IM6,chr1,q,0.557873959,487.0750592,228989126,Gains,228989126,1
P-0020910-T01-IM6,chr10,q,-0.430532256,283.924301,183198886,Losses,154052054,0.840900605
P-0020910-T01-IM6,chr16,q,-0.5604,360,78198246,Losses,78198246,1
P-0020910-T01-IM6,chr4,q,-0.643441961,434.2676266,266111254,Losses,265938588,0.999351151
P-0020910-T01-IM6,chr9,p,-0.6557,268,73224054,Losses,73224054,1
P-0020987-T01-IM6,chr1,q,0.609654852,486.152655,236114924,Gains,220203880,0.932613137
P-0020987-T01-IM6,chr10,p,-0.055268781,61.38531641,66090988,Losses,54871904,0.8302479
P-0020987-T01-IM6,chr20,p,-0.150603721,91.8735082,53028202,Losses,27030580,0.509739704
P-0020987-T01-IM6,chr6,p,0.222604524,310.4245599,114389330,Gains,63906296,0.558673576
P-0020987-T01-IM6,chr8,p,-0.4238,173.2371965,86389538,Losses,86389538,1
P-0020987-T01-IM6,chr8,q,0.100714057,332.9716211,202749706,Gains,140533270,0.693136739
P-0021001-T01-IM6,chr20,p,-0.4982,42,45237872,Losses,45237872,1
P-0021001-T01-IM6,chr21,q,-0.54355,130,54928976,Losses,54928976,1
